"CEO SMITH Sells 202,000 of FEDEX CORP (FDX)","FDX-US,FDX","EDG"," 1:26pm","5-Apr-13"
"SYNNEX Corporation Announces the Appointment of Marshall W. Witt as Chief Financial Officer","SNX-US,FDX-US,SNX","BW"," 1:30pm","1-Apr-13"
"Stephens initiates FDX, UPS","FDX-US,UPS-US","SA"," 4:09am","28-Mar-13"
"FedEx Makes Historic Panda Delivery to Toronto Zoo","09GV5B-E,FDX-US,0...","BW","11:54am","25-Mar-13"
"Team FedEx LAX Wins 2013 AMTSociety Maintenance Skills Competition For Aviation Tech Excellence, Sponsored By Snap-on","FDX-US","PRN"," 5:00am","25-Mar-13"
"FEDEX CORP files (10-Q) Basic quarterly filing, for period end 28-Feb-13 (FDX-US)","FDX-US,FDX","EDG"," 1:50pm","21-Mar-13"
"FEDEX CORP: 10-Q FactSet Blackline Report for period ending 2/28/2013","FDX-US","FBLK"," 1:50pm","21-Mar-13"
"Analyst's Notes >> FEDEX CORP (Argus Research) 5 pages","FDX-US,DPW-DE,160...","FRC"," 6:25am","21-Mar-13"
"WSJ discusses FedEx's results","FDX-US","SA","11:33pm","20-Mar-13"
"CALLSTREET REPORT: FedEx Corp.(FDX-US), Q3 2013 Earnings Call, 20-March-2013 8:30 AM ET","FDX-US","FCST"," 1:10pm","20-Mar-13"
"FEDERAL EXPRESS CORP files (8-K) Current report: Items 2.02 - Results of Operations, 9.01 - Financial Statements and Exhibits, for period end 20-Mar-13 (FDX-US)","FDX-US,FDX","EDG"," 4:51am","20-Mar-13"
"StreetAccount Metrics Recap - FDX Q3 Earnings","FDX-US","SA"," 4:43am","20-Mar-13"
"FedEx reports Q3 EPS $1.23 ex-items vs FactSet $1.38; increases share repurchase authorization","FDX-US","SA"," 4:32am","20-Mar-13"
"FedEx Corp. Reports Third Quarter Earnings","FDX-US,FDX","BW"," 4:30am","20-Mar-13"
"American Realty Capital Properties Announces Acquisition of $8.8 Million FedEx Property and Strong Acquisition Pipeline of More Than $167.2 Million","ARCP-US,FDX-US","PRN","12:45pm","15-Mar-13"
"StreetAccount Earnings Preview - FDX Q3 Earnings","FDX-US","SA","10:01am","15-Mar-13"
"FedEx estimates reduced further below consensus at JPMorgan","FDX-US","SA"," 4:40am","13-Mar-13"
"FedEx Corp.(FDX-US) Schedules Q4 2013 Earnings Call for 19-June-2013 8:30 AM ET","FDX-US","FCST"," 6:34pm","8-Mar-13"
"CIO CARTER Acquires 1,549 of FEDEX CORP (FDX)","FDX-US,FDX","EDG"," 1:18pm","8-Mar-13"
"Critical Alerts For FedEx, Disney, Celgene, Pioneer Natural Resources, and Cemex Released By InvestorsObserver","CELG-US,FDX-US,PX...","PRN"," 6:31am","6-Mar-13"
"FedEx Rolls Past Vehicle Fleet Fuel Efficiency Goal Years Ahead of Schedule","FDX-US,FDX","BW"," 6:00am","6-Mar-13"
"Oppenheimer initiates FDX, UPS","FDX-US,UPS-US","SA"," 2:56am","6-Mar-13"
